"Ano","Trimestre","UF","V1022","V2007","V2009","V2010","VD2003","VD3005","VD4016"
"2021","1","Santa Catarina","Rural","Mulher",59,"Branca",2,"5 anos de estudo",NA
"2021","1","São Paulo","Urbana","Mulher",32,"Preta",4,"12 anos de estudo",1100
"2021","1","Minas Gerais","Rural","Homem",39,"Parda",2,"5 anos de estudo",NA
"2021","1","Ceará","Urbana","Mulher",19,"Branca",4,"12 anos de estudo",60
"2021","1","Minas Gerais","Urbana","Homem",54,"Branca",2,"16 anos ou mais de estudo",15000
"2021","1","Rio de Janeiro","Urbana","Homem",57,"Branca",3,"16 anos ou mais de estudo",3500
"2021","1","Minas Gerais","Urbana","Homem",56,"Branca",1,"16 anos ou mais de estudo",10000
"2021","1","Piauí","Rural","Homem",42,"Parda",11,"5 anos de estudo",1045
"2021","1","Maranhão","Urbana","Mulher",29,"Parda",2,"12 anos de estudo",1262
"2021","1","Ceará","Rural","Mulher",17,"Branca",4,"11 anos de estudo",NA
"2021","1","Minas Gerais","Rural","Mulher",72,"Parda",2,"4 anos de estudo",NA
"2021","1","Minas Gerais","Rural","Mulher",84,"Branca",2,"5 anos de estudo",NA
"2021","1","Bahia","Rural","Homem",24,"Parda",5,"8 anos de estudo",1150
"2021","1","Alagoas","Rural","Homem",1,"Parda",4,NA,NA
"2021","1","Espírito Santo","Urbana","Mulher",27,"Preta",2,"16 anos ou mais de estudo",2500
"2021","1","Minas Gerais","Rural","Mulher",58,"Parda",3,"12 anos de estudo",NA
"2021","1","Mato Grosso do Sul","Urbana","Homem",16,"Branca",5,"7 anos de estudo",NA
"2021","1","Maranhão","Urbana","Homem",38,"Parda",3,"16 anos ou mais de estudo",5000
"2021","1","São Paulo","Urbana","Mulher",58,"Branca",4,"12 anos de estudo",NA
"2021","1","Paraná","Urbana","Mulher",60,"Parda",7,"Sem instrução e menos de 1 ano de estudo",NA
"2021","1","Rio de Janeiro","Urbana","Homem",55,"Parda",3,"16 anos ou mais de estudo",3479
"2021","1","Maranhão","Rural","Mulher",10,"Branca",5,"3 anos de estudo",NA
"2021","1","Amazonas","Rural","Mulher",45,"Parda",2,"12 anos de estudo",NA
"2021","1","Maranhão","Urbana","Homem",40,"Parda",3,"5 anos de estudo",NA
"2021","1","Tocantins","Urbana","Mulher",5,"Parda",6,"Sem instrução e menos de 1 ano de estudo",NA
"2021","1","São Paulo","Urbana","Mulher",41,"Branca",4,"9 anos de estudo",NA
"2021","1","Amazonas","Rural","Mulher",17,"Parda",4,"12 anos de estudo",NA
"2021","1","Rio de Janeiro","Urbana","Mulher",70,"Branca",1,"16 anos ou mais de estudo",NA
"2021","1","Pernambuco","Urbana","Homem",47,"Branca",3,"16 anos ou mais de estudo",4000
"2021","1","Ceará","Rural","Mulher",28,"Parda",6,"12 anos de estudo",NA
"2021","1","Rio Grande do Sul","Urbana","Homem",31,"Branca",4,"12 anos de estudo",1200
"2021","1","Santa Catarina","Urbana","Mulher",33,"Branca",2,"12 anos de estudo",1500
"2021","1","Pará","Rural","Homem",35,"Parda",4,"3 anos de estudo",500
"2021","1","Roraima","Urbana","Mulher",24,"Preta",3,"12 anos de estudo",NA
"2021","1","Goiás","Urbana","Homem",32,"Branca",1,"5 anos de estudo",1100
"2021","1","Pará","Urbana","Mulher",43,"Branca",5,"12 anos de estudo",NA
"2021","1","Rio de Janeiro","Urbana","Homem",58,"Branca",2,"13 anos de estudo",NA
"2021","1","Alagoas","Rural","Mulher",6,"Parda",3,"Sem instrução e menos de 1 ano de estudo",NA
"2021","1","Paraná","Rural","Mulher",25,"Branca",3,"9 anos de estudo",1000
"2021","1","Bahia","Rural","Mulher",66,"Parda",3,"2 anos de estudo",NA
"2021","1","Maranhão","Urbana","Mulher",0,"Parda",5,NA,NA
"2021","1","Rio de Janeiro","Urbana","Homem",67,"Branca",2,"8 anos de estudo",2600
"2021","1","Paraíba","Rural","Homem",44,"Branca",2,"Sem instrução e menos de 1 ano de estudo",1000
"2021","1","Santa Catarina","Rural","Homem",12,"Branca",5,"4 anos de estudo",NA
"2021","1","Minas Gerais","Urbana","Mulher",66,"Preta",6,"12 anos de estudo",NA
"2021","1","Espírito Santo","Urbana","Homem",63,"Branca",5,"16 anos ou mais de estudo",1000
"2021","1","Paraná","Rural","Mulher",13,"Parda",3,"5 anos de estudo",NA
"2021","1","Pernambuco","Urbana","Mulher",43,"Branca",5,"Sem instrução e menos de 1 ano de estudo",NA
"2021","1","Minas Gerais","Rural","Homem",33,"Branca",3,"12 anos de estudo",2000
"2021","1","Espírito Santo","Urbana","Homem",64,"Parda",2,"5 anos de estudo",NA
"2021","1","São Paulo","Urbana","Homem",80,"Branca",2,"6 anos de estudo",NA
"2021","1","Maranhão","Urbana","Mulher",42,"Parda",3,"16 anos ou mais de estudo",2090
"2021","1","Alagoas","Urbana","Homem",3,"Branca",4,NA,NA
"2021","1","Rio Grande do Sul","Urbana","Homem",24,"Branca",2,"16 anos ou mais de estudo",1100
"2021","1","Santa Catarina","Urbana","Mulher",42,"Parda",4,"5 anos de estudo",1300
"2021","1","Mato Grosso do Sul","Urbana","Homem",39,"Parda",3,"3 anos de estudo",1300
"2021","1","Amapá","Urbana","Mulher",25,"Parda",5,"16 anos ou mais de estudo",NA
"2021","1","Rio Grande do Norte","Rural","Mulher",38,"Branca",4,"8 anos de estudo",NA
"2021","1","Maranhão","Rural","Homem",64,"Parda",1,"6 anos de estudo",NA
"2021","1","Pernambuco","Urbana","Homem",16,"Branca",3,"9 anos de estudo",NA
"2021","1","Rondônia","Urbana","Homem",39,"Preta",4,"12 anos de estudo",3000
"2021","1","São Paulo","Rural","Mulher",32,"Branca",1,"16 anos ou mais de estudo",3200
"2021","1","Minas Gerais","Urbana","Mulher",3,"Parda",4,NA,NA
"2021","1","Santa Catarina","Urbana","Homem",50,"Branca",2,"12 anos de estudo",10000
"2021","1","Rio Grande do Sul","Urbana","Mulher",2,"Branca",6,NA,NA
"2021","1","Minas Gerais","Urbana","Mulher",56,"Branca",2,"12 anos de estudo",2000
"2021","1","Minas Gerais","Urbana","Mulher",29,"Parda",4,"13 anos de estudo",NA
"2021","1","São Paulo","Rural","Mulher",55,"Branca",3,"4 anos de estudo",NA
"2021","1","Maranhão","Rural","Mulher",5,"Parda",4,"Sem instrução e menos de 1 ano de estudo",NA
"2021","1","Rio de Janeiro","Urbana","Homem",48,"Branca",2,"9 anos de estudo",1045
"2021","1","Goiás","Urbana","Homem",79,"Branca",2,"16 anos ou mais de estudo",NA
"2021","1","Pará","Rural","Mulher",27,"Parda",3,"11 anos de estudo",NA
"2021","1","Paraná","Urbana","Mulher",57,"Branca",3,"7 anos de estudo",100
"2021","1","Alagoas","Urbana","Mulher",48,"Branca",3,"12 anos de estudo",400
"2021","1","Acre","Urbana","Homem",32,"Parda",3,"13 anos de estudo",NA
"2021","1","Rio de Janeiro","Urbana","Mulher",12,"Branca",3,"6 anos de estudo",NA
"2021","1","Rio de Janeiro","Urbana","Homem",5,"Branca",3,"Sem instrução e menos de 1 ano de estudo",NA
"2021","1","Rio Grande do Norte","Urbana","Homem",19,"Branca",3,"9 anos de estudo",NA
"2021","1","Maranhão","Rural","Homem",73,"Parda",6,"1 ano de estudo",NA
"2021","1","Rio Grande do Norte","Urbana","Mulher",18,"Parda",5,"13 anos de estudo",NA
"2021","1","Distrito Federal","Urbana","Mulher",17,"Parda",7,"12 anos de estudo",1100
"2021","1","Pernambuco","Urbana","Mulher",33,"Parda",2,"12 anos de estudo",1100
"2021","1","Maranhão","Urbana","Homem",60,"Preta",2,"12 anos de estudo",2000
"2021","1","Pernambuco","Rural","Homem",49,"Preta",4,"12 anos de estudo",200
"2021","1","Bahia","Urbana","Mulher",39,"Preta",4,"5 anos de estudo",NA
"2021","1","Rio Grande do Sul","Urbana","Mulher",63,"Branca",1,"16 anos ou mais de estudo",5000
"2021","1","Santa Catarina","Urbana","Mulher",29,"Branca",2,"16 anos ou mais de estudo",1600
"2021","1","Alagoas","Rural","Homem",36,"Parda",3,"Sem instrução e menos de 1 ano de estudo",NA
"2021","1","Pernambuco","Urbana","Homem",8,"Branca",4,"3 anos de estudo",NA
"2021","1","Mato Grosso","Rural","Homem",2,"Parda",4,NA,NA
"2021","1","Pernambuco","Urbana","Mulher",78,"Parda",2,"12 anos de estudo",NA
"2021","1","Paraíba","Urbana","Homem",38,"Parda",4,"7 anos de estudo",250
"2021","1","Rio de Janeiro","Urbana","Homem",25,"Branca",4,"12 anos de estudo",1100
"2021","1","São Paulo","Urbana","Homem",36,"Parda",4,"12 anos de estudo",1500
"2021","1","Bahia","Urbana","Mulher",25,"Parda",3,"15 anos de estudo",NA
"2021","1","Minas Gerais","Rural","Mulher",79,"Parda",2,"Sem instrução e menos de 1 ano de estudo",NA
"2021","1","Minas Gerais","Urbana","Mulher",47,"Parda",3,"12 anos de estudo",1100
"2021","1","Pará","Urbana","Mulher",38,"Amarela",3,"12 anos de estudo",100
"2021","1","Santa Catarina","Urbana","Mulher",7,"Parda",4,"Sem instrução e menos de 1 ano de estudo",NA
"2021","1","Amapá","Urbana","Homem",22,"Parda",9,"12 anos de estudo",NA
"2021","1","Santa Catarina","Urbana","Mulher",56,"Branca",1,"6 anos de estudo",NA
"2021","1","Rio de Janeiro","Urbana","Mulher",76,"Parda",1,"4 anos de estudo",NA
"2021","1","Pernambuco","Urbana","Mulher",41,"Parda",4,"15 anos de estudo",1650
"2021","1","Alagoas","Rural","Homem",16,"Branca",2,"1 ano de estudo",530
"2021","1","Acre","Urbana","Homem",14,"Parda",3,"8 anos de estudo",NA
"2021","1","Pernambuco","Urbana","Homem",26,"Preta",3,"12 anos de estudo",1300
"2021","1","Rio Grande do Sul","Urbana","Mulher",19,"Branca",3,"12 anos de estudo",2400
"2021","1","Mato Grosso do Sul","Urbana","Homem",38,"Branca",7,"16 anos ou mais de estudo",2400
"2021","1","Espírito Santo","Urbana","Mulher",20,"Parda",2,"14 anos de estudo",NA
"2021","1","Goiás","Urbana","Homem",11,"Parda",5,"5 anos de estudo",NA
"2021","1","Paraná","Urbana","Mulher",9,"Parda",7,"2 anos de estudo",NA
"2021","1","Paraíba","Rural","Homem",1,"Parda",5,NA,NA
"2021","1","Ceará","Urbana","Homem",38,"Preta",3,"11 anos de estudo",800
"2021","1","Maranhão","Rural","Homem",29,"Branca",6,"9 anos de estudo",300
"2021","1","São Paulo","Rural","Mulher",8,"Branca",5,"2 anos de estudo",NA
"2021","1","Rio de Janeiro","Urbana","Mulher",8,"Branca",5,"2 anos de estudo",NA
"2021","1","Alagoas","Rural","Homem",8,"Parda",5,"2 anos de estudo",NA
"2021","1","Minas Gerais","Urbana","Mulher",45,"Parda",4,"12 anos de estudo",1100
"2021","1","Roraima","Urbana","Mulher",2,"Parda",4,NA,NA
"2021","1","Bahia","Urbana","Homem",12,"Parda",5,"3 anos de estudo",NA
"2021","1","São Paulo","Urbana","Homem",56,"Branca",3,"9 anos de estudo",NA
"2021","1","Santa Catarina","Urbana","Mulher",46,"Branca",3,"12 anos de estudo",NA
"2021","1","Espírito Santo","Rural","Homem",8,"Parda",4,"1 ano de estudo",NA
"2021","1","Rio Grande do Sul","Urbana","Homem",30,"Preta",3,"15 anos de estudo",NA
"2021","1","Goiás","Urbana","Homem",24,"Parda",5,"13 anos de estudo",1100
"2021","1","Piauí","Rural","Homem",19,"Parda",3,"9 anos de estudo",NA
"2021","1","Paraná","Urbana","Mulher",11,"Branca",3,"6 anos de estudo",NA
"2021","1","Amazonas","Rural","Mulher",20,"Parda",6,"11 anos de estudo",NA
"2021","1","Minas Gerais","Rural","Mulher",22,"Parda",2,"7 anos de estudo",NA
"2021","1","Goiás","Urbana","Mulher",12,"Branca",4,"6 anos de estudo",NA
"2021","1","Ceará","Urbana","Homem",41,"Parda",5,"2 anos de estudo",1100
"2021","1","Pernambuco","Urbana","Homem",43,"Branca",5,"9 anos de estudo",1000
"2021","1","Rio de Janeiro","Urbana","Mulher",42,"Branca",2,"16 anos ou mais de estudo",3000
"2021","1","Rio Grande do Sul","Urbana","Mulher",74,"Branca",2,"16 anos ou mais de estudo",NA
"2021","1","Alagoas","Urbana","Mulher",30,"Branca",4,"16 anos ou mais de estudo",NA
"2021","1","Amapá","Urbana","Homem",10,"Parda",7,"5 anos de estudo",NA
"2021","1","Bahia","Rural","Homem",75,"Branca",5,"Sem instrução e menos de 1 ano de estudo",NA
"2021","1","Minas Gerais","Rural","Mulher",2,"Parda",4,NA,NA
"2021","1","Alagoas","Urbana","Homem",61,"Parda",2,"3 anos de estudo",NA
"2021","1","Goiás","Urbana","Homem",1,"Branca",5,NA,NA
"2021","1","Roraima","Urbana","Mulher",0,"Indígena",7,NA,NA
"2021","1","Ceará","Urbana","Homem",8,"Parda",4,"Sem instrução e menos de 1 ano de estudo",NA
"2021","1","São Paulo","Urbana","Homem",66,"Parda",3,"7 anos de estudo",NA
"2021","1","Maranhão","Urbana","Mulher",19,"Preta",5,"11 anos de estudo",100
"2021","1","Amazonas","Rural","Mulher",58,"Parda",7,"12 anos de estudo",300
"2021","1","Rio de Janeiro","Urbana","Mulher",60,"Parda",1,"5 anos de estudo",NA
"2021","1","Pará","Rural","Homem",46,"Preta",4,"3 anos de estudo",900
"2021","1","Minas Gerais","Urbana","Mulher",73,"Parda",2,"5 anos de estudo",NA
"2021","1","Maranhão","Urbana","Mulher",15,"Branca",4,"10 anos de estudo",NA
"2021","1","Minas Gerais","Urbana","Homem",8,"Parda",3,"1 ano de estudo",NA
"2021","1","Amazonas","Urbana","Homem",36,"Branca",3,"12 anos de estudo",700
"2021","1","Minas Gerais","Urbana","Homem",20,"Parda",3,"12 anos de estudo",NA
"2021","1","Minas Gerais","Urbana","Homem",25,"Branca",3,"16 anos ou mais de estudo",1200
"2021","1","Santa Catarina","Urbana","Homem",46,"Branca",4,"12 anos de estudo",1200
"2021","1","Maranhão","Rural","Mulher",47,"Parda",3,"11 anos de estudo",1100
"2021","1","Minas Gerais","Urbana","Mulher",55,"Parda",3,"12 anos de estudo",1400
"2021","1","Pernambuco","Rural","Mulher",43,"Parda",4,"12 anos de estudo",NA
"2021","1","Bahia","Urbana","Homem",38,"Parda",4,"12 anos de estudo",1100
"2021","1","Bahia","Urbana","Mulher",40,"Branca",4,"Sem instrução e menos de 1 ano de estudo",NA
"2021","1","Bahia","Rural","Homem",13,"Parda",3,"4 anos de estudo",NA
"2021","1","Paraná","Urbana","Mulher",66,"Parda",2,"8 anos de estudo",NA
"2021","1","Ceará","Rural","Mulher",43,"Branca",2,"2 anos de estudo",NA
"2021","1","Maranhão","Rural","Mulher",53,"Parda",3,"5 anos de estudo",NA
"2021","1","Roraima","Urbana","Homem",19,"Parda",5,"9 anos de estudo",NA
"2021","1","Rio de Janeiro","Urbana","Homem",58,"Parda",4,"5 anos de estudo",2000
"2021","1","Alagoas","Rural","Mulher",33,"Parda",4,"8 anos de estudo",NA
"2021","1","Tocantins","Urbana","Homem",35,"Parda",3,"12 anos de estudo",1000
"2021","1","Pará","Rural","Mulher",42,"Parda",6,"5 anos de estudo",NA
"2021","1","Tocantins","Urbana","Mulher",42,"Preta",4,"12 anos de estudo",NA
"2021","1","Alagoas","Urbana","Homem",62,"Branca",3,"12 anos de estudo",NA
"2021","1","Pernambuco","Rural","Mulher",54,"Parda",1,"4 anos de estudo",150
"2021","1","Bahia","Urbana","Mulher",22,"Parda",2,"11 anos de estudo",400
"2021","1","Paraíba","Urbana","Homem",42,"Branca",5,"9 anos de estudo",1100
"2021","1","Pará","Urbana","Mulher",22,"Parda",7,"12 anos de estudo",NA
"2021","1","Bahia","Urbana","Homem",3,"Parda",4,NA,NA
"2021","1","Minas Gerais","Urbana","Mulher",1,"Branca",3,NA,NA
"2021","1","São Paulo","Urbana","Homem",82,"Parda",2,"2 anos de estudo",NA
"2021","1","Amazonas","Urbana","Mulher",5,"Branca",2,"Sem instrução e menos de 1 ano de estudo",NA
"2021","1","Rio Grande do Sul","Urbana","Homem",83,"Branca",2,"Sem instrução e menos de 1 ano de estudo",NA
"2021","1","Paraná","Urbana","Mulher",72,"Branca",1,"Sem instrução e menos de 1 ano de estudo",NA
"2021","1","Santa Catarina","Urbana","Mulher",10,"Branca",4,"4 anos de estudo",NA
"2021","1","Rio Grande do Sul","Urbana","Mulher",55,"Branca",2,"12 anos de estudo",2000
"2021","1","Goiás","Urbana","Mulher",17,"Parda",4,"9 anos de estudo",NA
"2021","1","Mato Grosso do Sul","Rural","Homem",35,"Parda",7,"6 anos de estudo",1700
"2021","1","Bahia","Urbana","Mulher",75,"Parda",3,"Sem instrução e menos de 1 ano de estudo",NA
"2021","1","Ceará","Urbana","Homem",15,"Parda",2,"9 anos de estudo",NA
"2021","1","Pernambuco","Urbana","Homem",41,"Parda",3,"12 anos de estudo",2800
"2021","1","Amazonas","Rural","Mulher",7,"Parda",6,"1 ano de estudo",NA
"2021","1","Rio de Janeiro","Urbana","Homem",43,"Parda",1,"2 anos de estudo",1000
"2021","1","Ceará","Urbana","Mulher",11,"Parda",6,"5 anos de estudo",NA
"2021","1","Mato Grosso","Urbana","Mulher",41,"Parda",3,"6 anos de estudo",NA
"2021","1","Espírito Santo","Urbana","Homem",52,"Branca",4,"16 anos ou mais de estudo",8000
"2021","1","Piauí","Rural","Mulher",48,"Branca",2,"Sem instrução e menos de 1 ano de estudo",NA
"2021","1","Minas Gerais","Rural","Mulher",21,"Branca",5,"11 anos de estudo",360
"2021","1","Paraná","Urbana","Mulher",17,"Branca",3,"12 anos de estudo",NA
"2021","1","Alagoas","Rural","Mulher",33,"Branca",4,"8 anos de estudo",NA
"2021","1","Maranhão","Urbana","Mulher",33,"Parda",6,"6 anos de estudo",300
"2021","1","São Paulo","Urbana","Homem",38,"Parda",3,"9 anos de estudo",1800
"2021","1","Santa Catarina","Urbana","Homem",46,"Branca",6,"5 anos de estudo",2200
"2021","1","Pará","Urbana","Mulher",50,"Parda",7,"5 anos de estudo",NA
"2021","1","Ceará","Rural","Homem",43,"Branca",3,"7 anos de estudo",NA
"2021","1","Rio Grande do Sul","Urbana","Homem",10,"Branca",4,"5 anos de estudo",NA
"2021","1","Maranhão","Rural","Mulher",40,"Parda",5,"3 anos de estudo",NA
"2021","1","São Paulo","Urbana","Homem",67,"Parda",2,"5 anos de estudo",NA
"2021","1","Espírito Santo","Urbana","Mulher",43,"Parda",5,"12 anos de estudo",3000
"2021","1","Alagoas","Rural","Mulher",33,"Parda",5,"9 anos de estudo",300
"2021","1","Paraná","Urbana","Homem",71,"Branca",4,"9 anos de estudo",2000
"2021","1","Sergipe","Rural","Homem",53,"Parda",2,"Sem instrução e menos de 1 ano de estudo",400
"2021","1","Maranhão","Rural","Mulher",10,"Parda",5,"4 anos de estudo",NA
"2021","1","Amazonas","Urbana","Mulher",55,"Parda",2,"7 anos de estudo",500
"2021","1","Pará","Urbana","Mulher",40,"Parda",1,"12 anos de estudo",1500
"2021","1","Mato Grosso do Sul","Urbana","Mulher",1,"Parda",5,NA,NA
"2021","1","Pernambuco","Urbana","Mulher",67,"Parda",1,"Sem instrução e menos de 1 ano de estudo",NA
"2021","1","Rio Grande do Norte","Urbana","Mulher",63,"Parda",2,"9 anos de estudo",NA
"2021","1","Rio Grande do Norte","Urbana","Mulher",32,"Parda",3,"16 anos ou mais de estudo",300
"2021","1","Acre","Urbana","Homem",56,"Parda",5,"16 anos ou mais de estudo",NA
"2021","1","Maranhão","Urbana","Homem",45,"Parda",6,"12 anos de estudo",300
"2021","1","Piauí","Rural","Mulher",2,"Preta",3,NA,NA
"2021","1","Minas Gerais","Urbana","Homem",26,"Branca",5,"12 anos de estudo",1400
"2021","1","Mato Grosso do Sul","Urbana","Homem",62,"Parda",4,"9 anos de estudo",NA
"2021","1","Bahia","Urbana","Homem",1,"Parda",5,NA,NA
"2021","1","Minas Gerais","Urbana","Homem",30,"Preta",1,"12 anos de estudo",1000
"2021","1","Pernambuco","Rural","Homem",26,"Parda",2,"12 anos de estudo",1100
"2021","1","São Paulo","Urbana","Mulher",16,"Parda",3,"10 anos de estudo",NA
"2021","1","São Paulo","Urbana","Homem",36,"Branca",4,"15 anos de estudo",3100
"2021","1","Ceará","Urbana","Mulher",28,"Branca",5,"12 anos de estudo",NA
"2021","1","Distrito Federal","Urbana","Mulher",44,"Preta",3,"10 anos de estudo",1100
"2021","1","Paraná","Urbana","Mulher",47,"Branca",5,"12 anos de estudo",NA
"2021","1","São Paulo","Urbana","Mulher",33,"Branca",4,"12 anos de estudo",NA
"2021","1","Bahia","Urbana","Homem",13,"Branca",4,"3 anos de estudo",NA
"2021","1","Espírito Santo","Urbana","Mulher",70,"Parda",2,"5 anos de estudo",NA
"2021","1","Minas Gerais","Urbana","Homem",60,"Preta",5,"4 anos de estudo",NA
"2021","1","Rio Grande do Sul","Rural","Mulher",54,"Branca",3,"5 anos de estudo",NA
"2021","1","Minas Gerais","Urbana","Mulher",52,"Parda",3,"5 anos de estudo",1100
"2021","1","Piauí","Rural","Mulher",41,"Parda",5,"9 anos de estudo",NA
"2021","1","São Paulo","Urbana","Mulher",31,"Branca",3,"14 anos de estudo",2000
"2021","1","Santa Catarina","Urbana","Mulher",12,"Branca",4,"6 anos de estudo",NA
"2021","1","Amazonas","Urbana","Homem",29,"Parda",1,"12 anos de estudo",2500
"2021","1","Rio Grande do Sul","Rural","Homem",32,"Branca",2,"5 anos de estudo",1600
"2021","1","Minas Gerais","Rural","Homem",73,"Branca",2,"5 anos de estudo",300
"2021","1","Sergipe","Urbana","Mulher",36,"Parda",4,"9 anos de estudo",NA
"2021","1","Espírito Santo","Urbana","Mulher",63,"Branca",2,"12 anos de estudo",6000
"2021","1","Minas Gerais","Rural","Homem",57,"Branca",2,"5 anos de estudo",5800
"2021","1","Rio Grande do Sul","Urbana","Mulher",71,"Branca",2,"12 anos de estudo",NA
"2021","1","Minas Gerais","Urbana","Homem",38,"Parda",4,"9 anos de estudo",NA
"2021","1","Bahia","Rural","Homem",72,"Branca",5,"3 anos de estudo",NA
"2021","1","Minas Gerais","Urbana","Mulher",69,"Branca",2,"6 anos de estudo",NA
"2021","1","Pernambuco","Urbana","Mulher",13,"Parda",4,"7 anos de estudo",NA
"2021","1","Pará","Rural","Mulher",82,"Preta",2,"1 ano de estudo",NA
"2021","1","Amazonas","Urbana","Mulher",46,"Parda",4,"12 anos de estudo",NA
"2021","1","Paraná","Rural","Homem",8,"Branca",3,"2 anos de estudo",NA
"2021","1","Alagoas","Rural","Homem",65,"Parda",1,"Sem instrução e menos de 1 ano de estudo",NA
"2021","1","Minas Gerais","Urbana","Mulher",59,"Parda",2,"Sem instrução e menos de 1 ano de estudo",NA
"2021","1","Acre","Urbana","Mulher",49,"Preta",6,"5 anos de estudo",NA
"2021","1","Amazonas","Urbana","Homem",19,"Parda",2,"12 anos de estudo",NA
"2021","1","São Paulo","Urbana","Homem",24,"Branca",4,"16 anos ou mais de estudo",NA
"2021","1","Rio de Janeiro","Urbana","Mulher",57,"Parda",3,"16 anos ou mais de estudo",NA
"2021","1","Minas Gerais","Rural","Mulher",54,"Parda",2,"12 anos de estudo",250
"2021","1","Pernambuco","Urbana","Homem",55,"Parda",2,"5 anos de estudo",NA
"2021","1","Amazonas","Urbana","Homem",13,"Preta",6,"5 anos de estudo",NA
"2021","1","Minas Gerais","Urbana","Homem",61,"Parda",3,"5 anos de estudo",NA
"2021","1","Rio de Janeiro","Urbana","Homem",22,"Branca",2,"8 anos de estudo",1100
"2021","1","Rio Grande do Sul","Urbana","Homem",28,"Preta",3,"16 anos ou mais de estudo",3000
"2021","1","Piauí","Urbana","Homem",47,"Branca",4,"13 anos de estudo",2400
"2021","1","Pará","Rural","Mulher",15,"Parda",4,"7 anos de estudo",NA
"2021","1","Minas Gerais","Urbana","Mulher",86,"Branca",2,"5 anos de estudo",NA
"2021","1","Minas Gerais","Urbana","Mulher",20,"Branca",3,"11 anos de estudo",1250
"2021","1","Pará","Urbana","Homem",38,"Parda",5,"16 anos ou mais de estudo",4500
"2021","1","Minas Gerais","Urbana","Homem",11,"Preta",3,"4 anos de estudo",NA
"2021","1","Minas Gerais","Urbana","Homem",64,"Branca",4,"12 anos de estudo",NA
"2021","1","Mato Grosso do Sul","Rural","Mulher",30,"Parda",5,"16 anos ou mais de estudo",NA
"2021","1","São Paulo","Urbana","Homem",72,"Amarela",2,"12 anos de estudo",NA
"2021","1","Rio Grande do Sul","Urbana","Mulher",11,"Branca",3,"5 anos de estudo",NA
"2021","1","Acre","Urbana","Mulher",4,"Parda",5,NA,NA
"2021","1","Piauí","Urbana","Homem",67,"Parda",1,"Sem instrução e menos de 1 ano de estudo",NA
"2021","1","Rio de Janeiro","Urbana","Mulher",22,"Preta",3,"12 anos de estudo",1100
"2021","1","Acre","Urbana","Homem",32,"Parda",4,"12 anos de estudo",NA
"2021","1","Mato Grosso","Urbana","Homem",80,"Branca",2,"Sem instrução e menos de 1 ano de estudo",NA
"2021","1","Minas Gerais","Urbana","Mulher",66,"Parda",2,"5 anos de estudo",NA
"2021","1","Minas Gerais","Urbana","Homem",17,"Preta",7,"8 anos de estudo",NA
"2021","1","Ceará","Rural","Homem",35,"Branca",4,"12 anos de estudo",NA
"2021","1","Minas Gerais","Urbana","Homem",4,"Parda",6,NA,NA
"2021","1","Rio de Janeiro","Urbana","Homem",63,"Parda",2,"4 anos de estudo",1500
"2021","1","Paraná","Urbana","Homem",26,"Branca",4,"15 anos de estudo",1500
"2021","1","Bahia","Urbana","Mulher",9,"Parda",4,"4 anos de estudo",NA
"2021","1","Amapá","Urbana","Homem",29,"Parda",1,"12 anos de estudo",NA
"2021","1","Santa Catarina","Urbana","Mulher",30,"Branca",3,"16 anos ou mais de estudo",4500
"2021","1","Amazonas","Rural","Homem",20,"Parda",8,"12 anos de estudo",1100
"2021","1","São Paulo","Urbana","Mulher",1,"Parda",5,NA,NA
"2021","1","Minas Gerais","Urbana","Homem",48,"Parda",3,"4 anos de estudo",NA
"2021","1","Mato Grosso do Sul","Urbana","Homem",40,"Preta",3,"8 anos de estudo",2000
"2021","1","Paraíba","Rural","Homem",53,"Branca",4,"Sem instrução e menos de 1 ano de estudo",NA
"2021","1","Maranhão","Rural","Mulher",49,"Parda",2,"7 anos de estudo",100
"2021","1","Bahia","Urbana","Homem",12,"Parda",5,"6 anos de estudo",NA
"2021","1","Minas Gerais","Urbana","Homem",17,"Parda",5,"9 anos de estudo",NA
"2021","1","Maranhão","Rural","Homem",29,"Parda",3,"12 anos de estudo",1100
"2021","1","Minas Gerais","Urbana","Mulher",31,"Parda",5,"12 anos de estudo",NA
"2021","1","Pará","Urbana","Homem",11,"Indígena",6,"5 anos de estudo",NA
"2021","1","São Paulo","Urbana","Mulher",49,"Parda",2,"14 anos de estudo",3300
"2021","1","Ceará","Urbana","Mulher",36,"Parda",7,"16 anos ou mais de estudo",1500
"2021","1","Alagoas","Urbana","Homem",66,"Preta",5,"9 anos de estudo",NA
"2021","1","Pernambuco","Urbana","Mulher",40,"Branca",3,"12 anos de estudo",NA
"2021","1","Minas Gerais","Urbana","Homem",51,"Parda",4,"12 anos de estudo",480
"2021","1","Rio Grande do Sul","Urbana","Mulher",42,"Branca",2,"16 anos ou mais de estudo",3100
"2021","1","Amazonas","Urbana","Homem",68,"Branca",3,"6 anos de estudo",NA
"2021","1","Mato Grosso","Urbana","Mulher",75,"Parda",2,"Sem instrução e menos de 1 ano de estudo",NA
"2021","1","Bahia","Urbana","Mulher",22,"Branca",3,"14 anos de estudo",NA
"2021","1","Minas Gerais","Rural","Mulher",20,"Branca",2,"11 anos de estudo",1100
"2021","1","Piauí","Urbana","Homem",13,"Parda",4,"8 anos de estudo",NA
"2021","1","Minas Gerais","Urbana","Homem",4,"Parda",7,NA,NA
